"stream","Sex","hindex","lwr","mn","upr","parameter"
"Taylor","F",0.37,0.104451195109547,0.250819386152668,0.366339680084359,"z"
"Taylor","F",0.38,0.113637817555921,0.259372481354616,0.372567733969387,"z"
"Taylor","F",0.39,0.124261145766411,0.26778366059294,0.378541880909235,"z"
"Taylor","F",0.4,0.134262336245936,0.276030309297473,0.384591781649324,"z"
"Taylor","F",0.41,0.14431568576055,0.28409080647529,0.390526463596545,"z"
"Taylor","F",0.42,0.154778906123444,0.291944604204489,0.397006000819125,"z"
"Taylor","F",0.43,0.164670764383913,0.299572287855862,0.402940218307249,"z"
"Taylor","F",0.44,0.173730602054845,0.306955617828586,0.408229877266543,"z"
"Taylor","F",0.45,0.185213127841807,0.314077553924361,0.414059029259886,"z"
"Taylor","F",0.46,0.195288473841287,0.320922263755428,0.419378352926179,"z"
"Taylor","F",0.47,0.20623442393953,0.327475116785804,0.424692047746737,"z"
"Taylor","F",0.48,0.216074849475574,0.333722665744637,0.429529353821107,"z"
"Taylor","F",0.49,0.224623749954532,0.339652617230791,0.435368895067387,"z"
"Taylor","F",0.5,0.233289362117727,0.345253793354968,0.44027384996141,"z"
"Taylor","F",0.51,0.240945163479851,0.350516086247352,0.445432312246868,"z"
"Taylor","F",0.52,0.248686321230616,0.355430407202677,0.449043892494095,"z"
"Taylor","F",0.53,0.25503506032166,0.359988632148672,0.452796343006337,"z"
"Taylor","F",0.54,0.260831300970167,0.364183545015478,0.456515848053256,"z"
"Taylor","F",0.55,0.266868296360645,0.368008780459771,0.460328886266332,"z"
"Taylor","F",0.56,0.27180383105233,0.371458767263994,0.463515885455932,"z"
"Taylor","F",0.57,0.276260712846575,0.374528673593498,0.46588554772558,"z"
"Taylor","F",0.58,0.2803147228441,0.377214355156656,0.468139649952992,"z"
"Taylor","F",0.59,0.284619481616534,0.379512307178446,0.470250069341272,"z"
"Taylor","F",0.6,0.287594015905524,0.381419620968821,0.472177966327347,"z"
"Taylor","F",0.61,0.290221042391394,0.382933945744925,0.474064395999016,"z"
"Taylor","F",0.62,0.292483483058384,0.384053456251579,0.47493809416138,"z"
"Taylor","F",0.63,0.294672881975114,0.384776826617418,0.475124590411514,"z"
"Taylor","F",0.64,0.295903337655912,0.385103210784183,0.475339429198606,"z"
"Taylor","F",0.65,0.296848977762197,0.385032229752937,0.474542295489768,"z"
"Taylor","F",0.66,0.297109697206093,0.38456396580203,0.474206253090685,"z"
"Taylor","F",0.67,0.296578834417844,0.383698963746015,0.472861508203931,"z"
"Taylor","F",0.68,0.29641196589789,0.382438239220476,0.471136335410655,"z"
"Taylor","F",0.69,0.294953777456583,0.380783293893285,0.468812683775944,"z"
"Taylor","F",0.7,0.293782474557346,0.378736137416115,0.466096208803046,"z"
"Taylor","F",0.71,0.291940641817991,0.376299315839615,0.462766962042177,"z"
"Taylor","F",0.72,0.290404148857006,0.373475946119806,0.459806142911128,"z"
"Taylor","F",0.73,0.286772463667491,0.370269756240943,0.456150592851808,"z"
"Taylor","F",0.74,0.283582510162487,0.366685130370364,0.451699781851076,"z"
"Taylor","F",0.75,0.280698630564875,0.362727158343438,0.447402167955288,"z"
"Taylor","F",0.76,0.276964756670776,0.35840168865188,0.442435823406074,"z"
"Taylor","F",0.77,0.271226788388864,0.353715383977391,0.436844830796329,"z"
"Taylor","F",0.78,0.265079976285255,0.34867577817657,0.431448564386471,"z"
"Taylor","F",0.79,0.258661065666059,0.343291333484938,0.425952054901966,"z"
"Taylor","F",0.8,0.252180942436641,0.33757149657129,0.419267659369611,"z"
"Taylor","F",0.81,0.245082934258684,0.331526751943024,0.412867838991231,"z"
"Taylor","F",0.82,0.237273071195382,0.325168671084019,0.40777181772126,"z"
"Taylor","F",0.83,0.228213166975874,0.318509955605453,0.401976678681515,"z"
"Taylor","F",0.84,0.220170587407192,0.311564472613792,0.39527665589468,"z"
"Taylor","F",0.85,0.209584037590873,0.304347280456685,0.388771249291321,"z"
"Taylor","F",0.86,0.200224614707412,0.296874643004529,0.382009869625027,"z"
"Taylor","F",0.87,0.190171077782341,0.289164030670819,0.375493711676163,"z"
"Taylor","F",0.88,0.179924827133025,0.281234106475117,0.369226605214841,"z"
"Taylor","F",0.89,0.16916413935343,0.273104695614558,0.363494131043864,"z"
"Taylor","F",0.9,0.158200417987575,0.264796737237503,0.357526817131483,"z"
"Taylor","F",0.91,0.147795151726949,0.256332217408118,0.351242661859462,"z"
"Taylor","F",0.92,0.136293454872609,0.24773408261239,0.344794463037639,"z"
"Taylor","F",0.93,0.126162368905358,0.239026133580044,0.338212213451092,"z"
"Taylor","F",0.94,0.115667182241214,0.230232899674998,0.331780695732172,"z"
"Taylor","F",0.95,0.10522782589163,0.2213794946276,0.326301893401811,"z"
"Taylor","F",0.96,0.09585547510697,0.212491454929343,0.320044709098344,"z"
"Taylor","F",0.97,0.0868736712486934,0.203594562766236,0.31375534962167,"z"
"Taylor","F",0.98,0.0781564098003013,0.19471465590886,0.307729113568746,"z"
"Taylor","F",0.99,0.070122552684545,0.185877427482267,0.301384791993311,"z"
"Taylor","F",1,0.0622754497412248,0.177108218983323,0.294998783855849,"z"
